"Mode","Motif","HeureDep","ArrondDep","LogDist","Duree","MemeArrond","Semaine","Jour"
"velo","travail","17","Le Plateau-Mont-Royal",-0.220436749666411,6.18333333333333,"Meme","lundi au vendredi","mardi"
"pieton","travail","17","Ville-Marie",-0.816073456469616,8.1,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","17","Ville-Marie",-0.386652409829533,7.5,"Meme","lundi au vendredi","mardi"
"velo","travail","17","Ahuntsic-Cartierville",-0.236746527047507,4.5,"Meme","lundi au vendredi","mardi"
"pieton","travail","17","Ville-Marie",-1.05511449350289,6.63333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","17","Le Sud-Ouest",1.40475006259823,36.9,"Different","lundi au vendredi","mardi"
"pieton","travail","17","Ville-Marie",-1.28315159081567,4.33333333333333,"Meme","lundi au vendredi","mardi"
"pieton","travail","18","Cote-des-Neiges-Notre-Dame-de-Grace",-0.777755507227925,21.0333333333333,"Meme","lundi au vendredi","mardi"
"velo","education","18","Ville-Marie",0.810440132235395,8.35,"Meme","lundi au vendredi","mardi"
"pieton","travail","18","Cote-des-Neiges-Notre-Dame-de-Grace",-1.04426087228441,15.5,"Meme","lundi au vendredi","mardi"
"velo","magasinage","18","Villeray-Saint-Michel-Parc-Extension",1.55861133604772,48.4833333333333,"Different","lundi au vendredi","mardi"
"pieton","magasinage","18","Le Plateau-Mont-Royal",-1.12969072962418,17.75,"Meme","lundi au vendredi","mardi"
"velo","travail","18","Le Plateau-Mont-Royal",0.566726855496557,15.7166666666667,"Meme","lundi au vendredi","mardi"
"velo","magasinage","18","Le Plateau-Mont-Royal",0.570520795181056,6.88333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","18","Le Sud-Ouest",-0.943242447096569,4.2,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","19","Mont-Royal",-0.245911988185986,4.61666666666667,"Different","lundi au vendredi","mardi"
"velo","loisir","19","Cote-des-Neiges-Notre-Dame-de-Grace",-0.00220426066568839,42.5833333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","19","Mercier-Hochelaga-Maisonneuve",-0.119244109777385,36.8166666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","19","Ville-Marie",3.06159323407341,96.3333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","19","Villeray-Saint-Michel-Parc-Extension",1.93087516644556,23.1,"Different","lundi au vendredi","mardi"
"velo","magasinage","19","Rosemont-La Petite-Patrie",1.20711127888345,35.2333333333333,"Different","lundi au vendredi","mardi"
"transport collectif","magasinage","19","Rosemont-La Petite-Patrie",0.416953678635102,10.3666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","19","Ahuntsic-Cartierville",-0.280181841109413,6.46666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","19","Ville-Marie",-0.14109917304304,5.13333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","19","Ville-Marie",-1.11135307767506,9.65,"Meme","lundi au vendredi","mardi"
"velo","magasinage","19","Rosemont-La Petite-Patrie",0.630189450813966,20.4,"Different","lundi au vendredi","mardi"
"vehicule individuel","loisir","19","Ville-Marie",1.47530552610507,38.2,"Different","lundi au vendredi","mardi"
"pieton","education","19","Cote-des-Neiges-Notre-Dame-de-Grace",-1.04285467640402,19.0333333333333,"Meme","lundi au vendredi","mardi"
"velo","magasinage","19","Le Plateau-Mont-Royal",-0.302141491963969,19.8333333333333,"Meme","lundi au vendredi","mardi"
"pieton","travail","19","Ville-Marie",-1.24587604965366,4.43333333333333,"Meme","lundi au vendredi","mardi"
"velo","magasinage","19","Ville-Marie",1.77208337083682,29.35,"Different","lundi au vendredi","mardi"
"pieton","travail","19","Ville-Marie",-1.16981634680455,4.68333333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","19","Rosemont-La Petite-Patrie",1.17017627504262,10.6333333333333,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","19","Cote-des-Neiges-Notre-Dame-de-Grace",-1.19243277023423,7.26666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","education","19","Anjou",0.861320781246499,21.5666666666667,"Meme","lundi au vendredi","mardi"
"velo","magasinage","20","Le Plateau-Mont-Royal",0.788444695716323,38.7,"Different","lundi au vendredi","mardi"
"vehicule individuel","travail","20","Pointe-Claire",2.12977117105817,21.3833333333333,"Different","lundi au vendredi","mardi"
"transport collectif","travail","20","Mercier-Hochelaga-Maisonneuve",-0.902526234166534,4.9,"Meme","lundi au vendredi","mardi"
"vehicule individuel","loisir","20","Mercier-Hochelaga-Maisonneuve",-0.912935482913563,16.0166666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","loisir","20","Ville-Marie",1.63160606293355,18,"Different","lundi au vendredi","mardi"
"velo","loisir","20","Rosemont-La Petite-Patrie",0.0253119760210801,9.31666666666667,"Meme","lundi au vendredi","mardi"
"velo","travail","20","Cote-des-Neiges-Notre-Dame-de-Grace",1.62110551626385,25.1833333333333,"Different","lundi au vendredi","mardi"
"transport collectif","loisir","20","Cote-des-Neiges-Notre-Dame-de-Grace",-0.0670557428327061,14.95,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","20","Ville-Marie",0.444924507829999,6.76666666666667,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","20","Rosemont-La Petite-Patrie",0.645305032489565,16.4833333333333,"Different","lundi au vendredi","mardi"
"transport collectif","loisir","20","Anjou",0.701349842022584,41.65,"Different","lundi au vendredi","mardi"
"velo","loisir","20","Le Plateau-Mont-Royal",-0.312961346200819,6.4,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","20","Rosemont-La Petite-Patrie",2.07767192392897,48.3333333333333,"Different","lundi au vendredi","mardi"
"pieton","magasinage","20","Ville-Marie",-0.552012979708058,11.7666666666667,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","20","Villeray-Saint-Michel-Parc-Extension",1.54138115758229,26.3333333333333,"Different","lundi au vendredi","mardi"
"velo","loisir","20","Villeray-Saint-Michel-Parc-Extension",1.26560296854761,20.2,"Different","lundi au vendredi","mardi"
"transport collectif","education","20","Ville-Marie",-1.54457139935228,33.6666666666667,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","20","Le Sud-Ouest",-1.16832788993917,8.03333333333333,"Different","lundi au vendredi","mardi"
"pieton","education","20","Ville-Marie",-0.584744023649105,8.83333333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","20","Ville-Marie",1.65562963789224,22,"Different","lundi au vendredi","mardi"
"transport collectif","travail","20","Cote-des-Neiges-Notre-Dame-de-Grace",1.19706527564846,35.6666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","magasinage","20","Ville-Marie",-1.51472063729236,4.28333333333333,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","21","Ville-Marie",-1.06024518762573,34.2833333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","21","Villeray-Saint-Michel-Parc-Extension",1.55816173861018,60.2166666666667,"Different","lundi au vendredi","mardi"
"transport collectif","loisir","21","Ville-Marie",-0.654820671771175,29.6166666666667,"Different","lundi au vendredi","mardi"
"transport collectif","magasinage","21","Cote-des-Neiges-Notre-Dame-de-Grace",1.31343195975732,17.6,"Different","lundi au vendredi","mardi"
"velo","education","21","Ville-Marie",-0.606088158673916,5.75,"Meme","lundi au vendredi","mardi"
"transport collectif","magasinage","21","Ville-Marie",-0.801448129497536,28.85,"Meme","lundi au vendredi","mardi"
"vehicule individuel","magasinage","21","Montreal-Nord",1.48393949162143,31.15,"Different","lundi au vendredi","mardi"
"pieton","travail","21","Ahuntsic-Cartierville",-1.20047595972271,12.8666666666667,"Meme","lundi au vendredi","mardi"
"transport collectif","loisir","21","Ville-Marie",0.548758283990877,33.7833333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","21","Mercier-Hochelaga-Maisonneuve",1.92754198993783,28.3,"Different","lundi au vendredi","mardi"
"vehicule individuel","magasinage","21","Rosemont-La Petite-Patrie",1.61080512146966,16.5833333333333,"Different","lundi au vendredi","mardi"
"pieton","loisir","21","Mercier-Hochelaga-Maisonneuve",-0.359942406619326,69.6333333333333,"Meme","lundi au vendredi","mardi"
"velo","travail","21","Le Plateau-Mont-Royal",-0.109061755721367,16.7,"Meme","lundi au vendredi","mardi"
"velo","loisir","21","Le Sud-Ouest",1.13957418153041,23.95,"Different","lundi au vendredi","mardi"
"velo","loisir","21","Saint-Laurent",-1.28576496563533,5.33333333333333,"Meme","lundi au vendredi","mardi"
"velo","loisir","21","LaSalle",1.22978370288994,9.91666666666667,"Different","lundi au vendredi","mardi"
"velo","loisir","21","Le Plateau-Mont-Royal",-0.650855426698489,10.2,"Meme","lundi au vendredi","mardi"
"transport collectif","travail","21","Rosemont-La Petite-Patrie",-1.01875708365052,13.3833333333333,"Different","lundi au vendredi","mardi"
"velo","loisir","21","Le Plateau-Mont-Royal",-0.850823093843592,2.75,"Meme","lundi au vendredi","mardi"
"transport collectif","magasinage","21","Le Plateau-Mont-Royal",-0.725447908714532,48.5,"Meme","lundi au vendredi","mardi"
"pieton","magasinage","21","Mercier-Hochelaga-Maisonneuve",-0.817208737612138,14.3833333333333,"Meme","lundi au vendredi","mardi"
"vehicule individuel","loisir","21","Le Plateau-Mont-Royal",1.34285274256857,12.2166666666667,"Different","lundi au vendredi","mardi"
"velo","magasinage","21","Ville-Marie",0.76172628357869,31.9,"Meme","lundi au vendredi","mardi"
"vehicule individuel","loisir","21","Westmount",0.632994459327212,16.8666666666667,"Different","lundi au vendredi","mardi"
"vehicule individuel","magasinage","21","Ville-Marie",1.26232036984204,9.26666666666667,"Different","lundi au vendredi","mardi"
"velo","loisir","21","Rosemont-La Petite-Patrie",-0.107595403286167,9.6,"Meme","lundi au vendredi","mardi"
"vehicule individuel","travail","21","Mercier-Hochelaga-Maisonneuve",0.266564529500648,7.88333333333333,"Meme","lundi au vendredi","mardi"
"transport collectif","loisir","21","Mercier-Hochelaga-Maisonneuve",-1.594051750747,17.35,"Meme","lundi au vendredi","mardi"
"vehicule individuel","loisir","21","Montreal-Nord",-0.8001381536328,5.33333333333333,"Meme","lundi au vendredi","mardi"
"velo","loisir","21","Saint-Laurent",-1.04922899044685,9.9,"Meme","lundi au vendredi","mardi"
"velo","loisir","21","Le Plateau-Mont-Royal",1.55970442250888,36.4166666666667,"Different","lundi au vendredi","mardi"
"velo","travail","21","Le Plateau-Mont-Royal",2.04159405853653,50.0666666666667,"Different","lundi au vendredi","mardi"
"transport collectif","travail","9","Rosemont-La Petite-Patrie",-1.4718426634372,101.333333333333,"Meme","lundi au vendredi","mercredi"
"velo","travail","9","Rosemont-La Petite-Patrie",1.54550901802865,18.2666666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","9","Rosemont-La Petite-Patrie",-0.834918423601809,46.5666666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","9","Ville-Marie",0.196478826030748,110.883333333333,"Different","lundi au vendredi","mercredi"
"pieton","loisir","9","Cote-des-Neiges-Notre-Dame-de-Grace",0.270948369061673,56.2333333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","9","Mercier-Hochelaga-Maisonneuve",1.26253954015777,15.05,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","9","Riviere-des-Prairies-Pointe-aux-Trembles",2.72601675735615,27.4333333333333,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","9","Ville-Marie",1.90190102047837,16.1333333333333,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","10","Le Plateau-Mont-Royal",0.211101110657021,68.05,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","10","Le Plateau-Mont-Royal",2.58256656885466,25.7833333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","10","Le Plateau-Mont-Royal",-0.577047676803064,2.06666666666667,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","10","Saint-Laurent",-0.161866212426697,25.2666666666667,"Meme","lundi au vendredi","mercredi"
"velo","travail","10","Rosemont-La Petite-Patrie",1.70256094843996,23.5333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","education","10","Saint-Laurent",-0.0660965607238988,28.4,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","10","Le Sud-Ouest",-0.00974835410150799,21.4166666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","10","Rosemont-La Petite-Patrie",1.73635283984759,62.3833333333333,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","10","Verdun",-0.703526465142416,6.61666666666667,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","10","Saint-Laurent",0.847391601908655,47.9666666666667,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","10","Villeray-Saint-Michel-Parc-Extension",-1.0313609894082,35.6,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","10","Villeray-Saint-Michel-Parc-Extension",1.73114274816593,25.9333333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","10","Rosemont-La Petite-Patrie",0.432238373049997,6.33333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",-0.341394615525406,48.75,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","11","Ahuntsic-Cartierville",2.20913812228701,32.2666666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","magasinage","11","Villeray-Saint-Michel-Parc-Extension",2.59333323985939,16.7333333333333,"Different","lundi au vendredi","mercredi"
"pieton","loisir","11","Villeray-Saint-Michel-Parc-Extension",-0.013056878511433,24.2833333333333,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","loisir","11","Riviere-des-Prairies-Pointe-aux-Trembles",2.64964554403217,61.3333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","11","Ville-Marie",1.95592635217115,21.3666666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","travail","11","Anjou",2.22892449730973,36.0833333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","11","Cote-des-Neiges-Notre-Dame-de-Grace",-1.10598251484775,7.66666666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","11","Le Sud-Ouest",1.65020601891082,22.4333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","11","Ahuntsic-Cartierville",0.67854350950344,21.3166666666667,"Different","lundi au vendredi","mercredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.30523286082963,22.4833333333333,"Meme","lundi au vendredi","mercredi"
"pieton","travail","11","Le Sud-Ouest",-0.831239642669759,6.38333333333333,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","11","Le Plateau-Mont-Royal",1.5248352473332,45.9333333333333,"Different","lundi au vendredi","mercredi"
"velo","travail","11","Le Plateau-Mont-Royal",1.12067055042378,34.5666666666667,"Different","lundi au vendredi","mercredi"
"vehicule individuel","magasinage","11","Verdun",0.105267787830244,29.0166666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","travail","11","Verdun",-0.0697613784947738,48.1333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","11","Mercier-Hochelaga-Maisonneuve",-0.988139313800361,37.0166666666667,"Meme","lundi au vendredi","mercredi"
"vehicule individuel","loisir","11","Montreal-Nord",1.98757812493012,43.6,"Different","lundi au vendredi","mercredi"
"velo","travail","11","Riviere-des-Prairies-Pointe-aux-Trembles",1.03756482067353,57.9333333333333,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","11","Ville-Marie",-1.56587445000572,4.11666666666667,"Meme","lundi au vendredi","mercredi"
"transport collectif","travail","11","Le Sud-Ouest",1.37846835998202,22.1666666666667,"Different","lundi au vendredi","mercredi"
"transport collectif","travail","11","Ville-Marie",-1.49097235961625,36.4833333333333,"Meme","lundi au vendredi","mercredi"
"velo","travail","11","Rosemont-La Petite-Patrie",1.53409185034539,22.9666666666667,"Different","lundi au vendredi","mercredi"
