"OID","SRIDU","SRNOM","RMRIDU","Region","KM2","Pop2016","Logement","A014","A1564","A65plus","AgeMoyen","AgeMedian","MaisonIndi","App5Plus","MaisJumule","MaisRangee","AppDuplex","App5Moins","AutreMais","LogMobile","Menage1","MenageMoy","TotFamille","FamMono","RevMedMen","FaibleRev","Immigrant","ImgRec","MinVisible","Proprio","Locataire","PieceLog","LogTailCon","LogTailInc","LogAv60","Log61_80","Log81_90","Log91_00","Log_01_05","Log06_10","Log11_16","ValMedLog","ValMoyLog","LoyerMed","LoyerMoy","HabKm2","Hab1000Km2"
"75","4620053.00","0053.00","462","Montréal",0.111114,1088,747,1.83,72.94,24.77,47.7,42.6,0,67.57,0,0,0,32.43,0,0,67.33,1.4,180,5.56,42656,27.01,35.16,9.59,26.48,33.12,66.88,3.2,96.1,3.9,23.38,27.27,5.84,12.34,1.3,22.08,7.79,300367,344612,950,1014,9791.74541461922,9.79174541461922
"76","4620054.00","0054.00","462","Montréal",0.154914,1406,685,3.2,85.77,10.68,42.6,40.2,0,20.44,0,0,0,79.56,0,0,59.85,1.5,225,8.89,54656,24.76,31.02,9.26,26.73,45.89,54.11,3.3,95.17,4.83,37.41,6.8,9.52,17.69,4.08,7.48,17.01,310665,343256,950,984,9076.00345998425,9.07600345998425
"77","4620056.00","0056.00","462","Montréal",0.296936,1552,942,5.79,63.34,30.87,49.5,48.8,0,82.54,0,0.53,0,16.93,0,0,56.91,1.6,360,15.28,39552,36.09,53,5.67,59.33,16.39,83.61,3.3,90.66,9.34,10.38,23.5,21.86,7.65,9.29,10.38,16.94,358790,406306,1238,1306,5226.71552118975,5.22671552118975
"78","4620057.00","0057.00","462","Montréal",0.150073,1617,731,4.94,66.98,28.09,48.6,45.6,0,82.07,0,0,0,17.93,0,0,60.27,1.6,245,14.29,34368,42.17,47.98,13.45,56.95,35.46,64.54,3.1,92.91,7.09,7.86,7.86,9.29,6.43,22.86,21.43,24.29,300386,320867,946,880,10774.7562852745,10.7747562852745
"79","4620058.00","0058.00","462","Montréal",0.155871,1123,754,4.89,73.33,21.78,44.6,40.4,0,57.33,0,0,0.67,42,0,0,65.56,1.5,205,12.2,31040,38.12,46.38,12.56,50,21.09,78.91,3.2,93.2,6.8,15.44,38.93,6.71,6.04,6.71,1.34,24.83,348666,364196,763,838,7204.67566128401,7.20467566128401
"80","4620059.00","0059.00","462","Montréal",0.208926,1384,831,4.35,80.07,15.94,42.2,37.8,0,56.36,0,0.61,0,43.03,0,0,54.22,1.6,285,7.02,58155,22.71,28.92,6.62,23.34,44.25,55.75,3.8,97.09,2.91,35.26,7.51,12.14,15.61,10.4,10.98,8.09,411619,452125,991,1070,6624.35503479701,6.62435503479701
"81","4620060.00","0060.00","462","Montréal",0.0941624,1246,584,13.25,56.63,29.72,45.7,49.8,0,64.96,0,6.84,0,28.21,0,0,54.31,2.1,265,39.62,19712,65.86,46.9,0,68.73,1.67,98.33,3.8,92.44,7.56,52.5,35,5.83,3.33,1.67,1.67,0,0,0,401,449,13232.4579662371,13.2324579662371
"82","4620061.00","0061.00","462","Montréal",0.223533,699,396,4.29,87.86,7.86,37.8,32.8,0,37.18,0,0,0,62.82,0,0,50.63,1.7,125,16,53760,29.85,34.27,4.9,30.77,51.76,48.24,3.8,96.47,3.53,54.76,8.33,3.57,7.14,14.29,4.76,7.14,399478,459262,1161,1233,3127.055065695,3.127055065695
"83","4620062.00","0062.00","462","Montréal",0.85381,2492,1510,4.62,88.35,7.03,35.7,31.4,0,96.03,0,0,0.33,3.64,0,0,58.61,1.6,500,13,52736,35.48,37.84,9.41,39.22,43.51,56.49,3.3,89.87,10.13,21.1,5.19,1.62,2.27,8.12,29.55,32.14,445870,534146,1583,1624,2918.68214239702,2.91868214239702
"84","4620063.00","0063.00","462","Montréal",0.374512,1134,699,5.73,86.78,7.49,34.1,28.5,0.71,73.05,0,0,0,26.24,0,0,65,1.5,185,21.62,18784,52.58,41.94,13.98,58.6,41.86,58.14,2.8,89.84,10.16,13.28,5.47,2.34,1.56,2.34,3.91,71.09,320167,343227,1002,1027,3027.94035972145,3.02794035972145
"85","4620064.00","0064.00","462","Montréal",0.247439,1763,1024,5.11,87.78,7.39,33.7,28,0,85.44,0,0,0,14.56,0,0,54.63,1.7,315,14.29,23104,53.58,42.97,13.78,60.16,19.16,80.84,3.3,86.92,13.08,11.16,27.91,5.12,11.16,17.67,21.4,5.58,897312,1179601,1050,1352,7124.98838097471,7.12498838097471
"86","4620163.00","0163.00","462","Montréal",0.208441,3096,1457,11.31,78.51,10.18,36.7,32.8,0.34,5.14,0,0.34,3.08,91.1,0,0,37.33,2.1,650,16.92,57835,18.26,27.27,4.55,15.68,33.56,66.44,5,97.24,2.76,79.66,11.03,4.14,2.07,0.69,1.72,0.69,450472,550824,1009,1079,14853.1239055656,14.8531239055656
"87","4620164.00","0164.00","462","Montréal",0.0714824,1301,738,9.62,79.23,11.15,38.6,35,0.67,22.82,0,0.67,2.01,73.83,0,0,52.03,1.7,290,18.97,51968,18.68,24.14,6.51,21.07,31.03,68.97,4.2,93.71,6.29,64.34,23.78,6.99,2.1,1.4,1.4,0,449159,494625,905,1019,18200.2842657773,18.2002842657773
"88","4620165.00","0165.00","462","Montréal",0.154643,2455,1099,22.2,72.1,5.7,31,28.9,0,0.45,0,4.07,3.17,91.86,0.45,0,45,2.2,455,16.48,45888,26.68,18.88,4.24,10.4,22.27,77.73,4.7,92.27,7.73,73.42,17.12,5.41,2.25,0,0,1.8,499843,547671,902,966,15875.2740182226,15.8752740182226
"89","4620166.00","0166.00","462","Montréal",0.241869,491,271,12.24,81.63,5.1,37,36.1,0,0,0,0,9.43,86.79,3.77,0,45.45,1.8,125,16,57472,21.43,26.67,4.44,20,47.06,52.94,4.1,94.23,5.77,57.14,8.16,0,0,10.2,14.29,10.2,349329,375104,729,780,2030.02451740405,2.03002451740405
"90","4620037.00","0037.00","462","Montréal",0.5209,3337,2118,7.65,68.82,23.39,45.6,42.8,0,48.46,0,1.18,6.15,44.21,0,0,60.85,1.6,640,21.09,35883,32.08,21.27,4.81,21.24,21.14,78.86,3.6,95.72,4.28,24.52,42.14,7.62,3.33,3.33,5.24,13.81,250635,284217,707,734,6406.22000383951,6.40622000383951
"91","4620038.00","0038.00","462","Montréal",0.216768,1917,983,13.84,76.76,9.66,36.8,33.7,0,19.29,0,1.02,5.58,74.11,0,0,46.19,1.9,405,27.16,38955,39.58,23.4,5.91,34.57,24.5,75.5,4.2,95.48,4.52,43.15,21.83,15.23,12.18,3.55,1.02,3.05,290470,314056,671,682,8843.55624446413,8.84355624446413
"92","4620039.00","0039.00","462","Montréal",0.49089,2366,1185,6.98,75.48,17.34,43.3,39.8,0.42,27.54,0,0,1.69,70.34,0,0,54.01,1.7,385,23.38,45338,28.54,24.02,8.82,26.47,35.68,64.32,3.8,94.61,5.39,28.33,15,7.08,5,1.67,16.25,26.67,250384,267401,777,790,4819.81706696001,4.81981706696001
"93","4620041.00","0041.00","462","Montréal",0.267079,1680,993,5.95,84.82,9.23,39.1,35.2,0,33.16,0,0,0,66.84,0,0,53.77,1.6,300,16.67,42080,27.52,24.32,9.12,25.53,15.23,84.77,3.8,95.41,4.59,34.01,32.99,14.72,7.61,2.54,4.57,3.55,275684,288586,916,908,6290.2736643465,6.2902736643465
"94","4620042.00","0042.00","462","Montréal",0.105681,944,604,2.65,84.66,12.7,42.9,40.1,0,15.7,0,0,0.83,83.47,0,0,57.02,1.6,185,8.11,41600,31.55,22.83,8.7,19.02,29.82,70.18,3.8,98.25,1.75,42.24,12.07,18.1,6.03,2.59,12.93,6.03,324114,381380,787,778,8932.54227344556,8.93254227344556
"95","4620043.00","0043.00","462","Montréal",0.36438,1015,562,5.42,86.7,7.88,40.9,39.3,0,6.25,0,0,0.89,92.86,0,0,58.93,1.6,170,5.88,45312,27.37,22.22,7.6,22.35,32.73,67.27,3.9,98.18,1.82,38.18,11.82,8.18,19.09,3.64,10,9.09,274729,317609,770,865,2785.55354300456,2.78555354300456
"96","4620044.00","0044.00","462","Montréal",0.140433,2053,1189,6.34,84.15,9.51,39.4,36.1,0.42,6.75,0,2.95,1.27,88.61,0,0,52.94,1.7,395,16.46,44160,30.52,22.6,6.14,22.85,26.36,73.64,4,96.67,3.33,41.84,23.43,15.48,6.69,5.86,2.93,3.77,299759,388471,756,801,14619.0710160717,14.6190710160717
"97","4620045.00","0045.00","462","Montréal",0.121045,1400,900,5,78.57,16.43,43.9,40.5,0.56,17.22,0,0,1.67,80.56,0,0,60,1.5,240,8.33,39872,31.29,20.58,3.97,15.47,16.2,83.8,3.8,95.53,4.47,43.02,34.64,11.73,6.15,1.68,1.68,1.12,383171,467155,790,831,11565.9465488042,11.5659465488042
"98","4620046.00","0046.00","462","Montréal",0.163775,1995,1202,10.53,82.71,6.77,38.4,36.4,0.42,0.42,0,2.08,1.67,94.58,0.83,0,55.42,1.7,395,25.32,46251,28.57,22,6.5,23.75,31.15,68.85,3.8,95.9,4.1,40.74,18.11,14.4,13.58,3.29,6.17,3.7,285828,325321,750,788,12181.3463593345,12.1813463593345
"99","4620047.00","0047.00","462","Montréal",0.12208,742,386,9.46,87.16,4.05,36,33.8,0,0,0,2.53,3.8,92.41,1.27,0,40.26,1.9,160,25,46490,22.3,28.57,9.74,29.22,20.27,79.73,4.3,91.89,8.11,53.33,17.33,18.67,5.33,2.67,2.67,0,240177,347975,825,868,6077.98165137615,6.07798165137615
"100","4620048.00","0048.00","462","Montréal",0.144482,2214,1218,9.71,85.33,4.97,34.4,31.9,0,0,0,0,2.06,97.94,0,0,48.15,1.8,455,18.68,47730,24.15,24.03,8.47,17.16,23.79,76.21,4.1,95.55,4.45,63.31,17.74,7.26,1.61,1.61,2.42,6.05,300131,336774,817,874,15323.708143575,15.323708143575
"101","4620049.00","0049.00","462","Montréal",0.169131,1312,818,6.87,77.86,15.65,40.5,35.4,0.61,14.02,0,0.61,0,80.49,4.27,0,58.9,1.6,240,16.67,35840,33.33,17.34,3.69,18.08,24.28,75.72,3.7,98.27,1.73,47.65,28.24,15.29,7.65,0,0,1.18,300792,351290,747,861,7757.30055400843,7.75730055400843
"102","4620067.00","0067.00","462","Montréal",0.151086,1817,811,18.46,72.45,9.09,35.5,32.8,0,8.64,0.62,28.4,1.85,59.88,0.62,0,40.12,2.2,425,30.59,44128,36.46,37.3,5.95,47.84,32.5,67.5,4.4,91.19,8.81,48.13,19.38,23.75,6.25,2.5,0,0,400366,437919,723,722,12026.2631878533,12.0262631878533
"103","4620068.00","0068.00","462","Montréal",0.165807,2053,668,23.9,68.05,8.29,34.6,33.2,0,7.46,0.75,18.66,0,73.13,0,0,37.31,2.8,415,46.99,32768,60.27,44.9,1.02,78.06,6.52,93.48,4.4,87.59,12.41,22.06,47.79,22.06,4.41,1.47,2.21,0,570450,458106,379,502,12381.8656630902,12.3818656630902
"104","4620072.00","0072.00","462","Montréal",2.66318,3585,1791,17.99,71.27,10.88,37.3,36.4,0.28,9.5,0.56,20.39,13.69,55.31,0.28,0,46.37,2,875,30.86,42464,32.35,23.75,4.72,24.72,33.61,66.39,4.5,93.31,6.69,58.33,20.83,6.67,4.17,1.67,5,3.33,399859,402348,642,643,1346.13507160612,1.34613507160612
"105","4620073.00","0073.00","462","Montréal",0.340056,1848,1115,10,72.97,16.76,41.7,39.4,0,34.98,0,8.07,4.93,52.02,0,0,57.85,1.7,425,21.18,45504,29.35,21.31,4.55,21.25,33.18,66.82,3.6,95.95,4.05,38.84,16.96,4.91,2.68,3.13,3.57,29.91,400597,522582,741,854,5434.39904015809,5.43439904015809
"106","4620074.00","0074.00","462","Montréal",0.412767,3610,1694,16.48,75.62,7.76,36.3,35.1,1.47,0.29,1.17,12.9,20.23,63.64,0.29,0,37.46,2.1,925,29.19,52275,26.51,18.12,3.81,20.74,36.02,63.98,4.9,93.68,6.32,65.71,14.12,7.2,3.75,2.02,4.9,2.31,424319,431760,712,763,8745.85419861568,8.74585419861568
"107","4620075.00","0075.00","462","Montréal",0.31862,2797,1427,14.29,75.18,10.54,37.2,34.1,0,5.26,0,17.89,7.72,68.77,0.35,0,45.26,2,665,27.82,44262,29.62,20.04,4.6,23.35,22.38,77.62,4.1,96.03,3.97,48.01,21.3,13.36,2.53,1.81,6.14,6.86,299980,334944,689,739,8778.48220450694,8.77848220450694
"108","4620076.00","0076.00","462","Montréal",0.38016,2989,1577,10.87,77.59,11.54,39.3,35.9,0.95,15.14,0,9.15,3.15,71.61,0,0,49.52,1.8,710,25.35,52624,25.73,20.39,3.22,25.4,32.59,67.41,3.9,94.94,5.06,23.42,18.99,17.41,11.39,3.16,9.49,16.14,348780,399365,700,759,7862.47895622896,7.86247895622896
"109","4620077.00","0077.00","462","Montréal",0.430571,2967,1373,14.65,72.05,13.3,39.5,36.9,0,40.94,0,13.04,0,45.65,0.36,0,45.62,2,700,30.71,47488,35.27,36.31,4.2,48.18,36.94,63.06,4.2,93.28,6.72,11.07,21.77,31.37,4.8,2.58,0.74,27.68,401270,426586,451,698,6890.84959275009,6.89084959275009
"110","4620078.00","0078.00","462","Montréal",0.3839,4013,2048,13.57,68.49,17.93,42.1,40.1,0,29.02,0.24,15.12,3.9,49.76,1.95,0,45.61,1.9,1030,20.87,58624,30.51,34.42,2.34,35.19,45.97,54.03,4.1,93.66,6.34,15.16,15.4,34.72,18.58,8.07,4.89,3.18,448671,468318,666,846,10453.2430320396,10.4532430320396
"111","4620079.00","0079.00","462","Montréal",0.614121,4599,2567,11.83,77.09,11.07,38.3,35.1,0.59,5.47,0.39,8.79,1.56,81.84,1.37,0,50.88,1.8,1075,20,51568,26.61,21.08,4.83,26.89,31.83,68.17,4,94.12,5.88,32.55,21.76,9.22,7.65,8.04,11.37,9.41,348753,388794,761,815,7488.75221658272,7.48875221658272
"112","4620080.00","0080.00","462","Montréal",0.0927966,780,397,6.41,87.82,5.77,34.1,31.4,0,0,0,5,0,93.75,1.25,0,35,2,155,16.13,60800,16.03,22.16,5.99,20.96,30.49,69.51,4.9,93.9,6.1,76.54,11.11,6.17,3.7,0,2.47,0,348690,447713,1162,1116,8405.48037320333,8.40548037320333
"113","4620139.00","0139.00","462","Montréal",0.227102,3174,1648,11.65,81.26,7.09,35.7,33.2,0,7.58,0,2.73,10,78.79,0.61,0.3,44.24,1.9,720,15.28,55142,24.41,25.99,6.23,18.97,36.87,63.13,4.2,96.18,3.82,55.13,15.54,7.33,12.02,4.11,4.69,1.17,424692,472159,941,1029,13976.0988454527,13.9760988454527
"114","4620140.00","0140.00","462","Montréal",0.121621,1420,681,13.38,75.35,11.27,38.6,37.1,0,0,0,2.94,16.18,80.15,0.74,0,39.71,2.1,345,13.04,72320,12.9,22.84,8.3,15.52,45.07,54.93,5,97.2,2.8,79.86,7.64,9.72,1.39,0,0,1.39,483849,555733,1065,1074,11675.6152309223,11.6756152309223
"115","4620141.00","0141.00","462","Montréal",0.123545,1623,804,15.12,77.47,7.72,36,34.7,0,0,0,3.75,17.5,76.25,2.5,0,42.24,2,370,14.86,67755,16.05,27.43,9.44,9.47,41.82,58.18,4.6,96.34,3.66,74.39,10.37,9.15,3.05,1.83,0,1.22,401035,457163,1102,1128,13136.9136751791,13.1369136751791
"116","4620142.00","0142.00","462","Montréal",0.113273,1657,854,13.86,73.19,12.65,37.5,34.3,0,12.28,0,0.58,5.85,81.29,0,0,47.37,1.9,380,19.74,44971,29.7,25.47,5.59,22.05,29.7,70.3,4.3,95.78,4.22,56.02,23.49,4.22,9.64,2.41,1.2,3.01,420709,479025,828,931,14628.3756941195,14.6283756941195
"117","4620143.00","0143.00","462","Montréal",0.17805,2418,1416,7.02,66.12,26.65,46,42,0,40.43,0,0.35,1.42,57.8,0,0,62.54,1.6,405,13.58,40064,28.6,22.27,6.46,17.37,16.9,83.1,3.7,97.18,2.82,38.87,48.76,6.71,1.77,1.41,0.71,1.77,500278,542078,829,960,13580.4549283909,13.5804549283909
"118","4620144.00","0144.00","462","Montréal",0.196837,3512,2045,10.26,76.64,13.11,40.1,37.4,0.49,18.83,0,0.98,1.47,78,0.24,0,55.5,1.7,765,11.76,49584,23.88,22.34,7.99,17.01,29.78,70.22,4,95.78,4.22,49.38,32.17,9.73,4.24,0.5,2.99,1,449129,500830,903,974,17842.1739815177,17.8421739815177
"119","4620146.00","0146.00","462","Montréal",0.14571,2391,1427,11.3,81.38,7.11,37,34.6,0,12.59,0,6.99,8.04,70.98,1.4,0,56.29,1.7,515,12.62,45781,25.63,24.27,9.54,14.52,31.38,68.62,3.9,97.59,2.41,50.87,32.87,6.23,6.57,1.73,0.69,1.04,500182,506910,755,846,16409.3061560634,16.4093061560634
"120","4620147.00","0147.00","462","Montréal",0.17329,2749,1519,12.57,79.6,8.01,36.7,34.6,0.33,10.26,0,0.33,2.98,84.11,1.99,0,50,1.8,645,13.95,55219,18.21,22.4,7.29,11.11,30.03,69.97,4.3,96.71,3.29,66.67,18.95,5.88,4.9,1.31,0.65,1.63,401177,492840,903,1017,15863.5812799354,15.8635812799354
"121","4620148.00","0148.00","462","Montréal",0.146842,1306,472,11.11,65.52,23.37,44.7,39.2,0,0,0,0,0,100,0,0,30.53,2.1,240,18.75,65280,14.36,22,3,11.44,36.96,63.04,5.2,97.85,2.15,71.28,13.83,2.13,3.19,7.45,0,2.13,399369,524323,1102,1113,8893.91318560085,8.89391318560085
"122","4620149.00","0149.00","462","Montréal",0.142339,3161,1756,9.81,78.64,11.55,38.6,35.3,0,34.47,0,0.28,3.99,61.25,0,0,50.14,1.8,640,14.06,48435,21.97,24.96,9.79,15.36,29.68,70.32,3.9,93.37,6.63,51.72,40.8,5.17,1.72,0.57,0,0,318349,350067,901,996,22207.5467721426,22.2075467721426
"123","4620150.00","0150.00","462","Montréal",0.169577,2474,1375,10.93,78.74,10.53,38.8,35.9,0.36,0,0.36,0,1.45,97.45,0,0.36,55.27,1.7,475,25.26,39130,31.48,25.67,10.35,19.21,23.57,76.43,3.9,95.71,4.29,53.21,28.57,9.29,6.07,1.43,0.71,0.71,345511,375652,699,785,14589.2426449342,14.5892426449342
"124","4620151.00","0151.00","462","Montréal",0.120577,2215,1126,12.19,76.3,11.51,38.2,35.2,0,7.08,0,0.44,3.98,88.05,0.44,0,46.9,1.9,460,18.48,53504,19.81,19.56,5.13,9.78,28.96,71.04,4.3,96.38,3.62,68.18,15,9.55,2.73,3.64,0,0.91,390743,465706,927,938,18370.0042296624,18.3700042296624
"125","4620152.00","0152.00","462","Montréal",0.140504,1525,863,11.18,81.25,7.24,36.8,34.9,0,0,0,0,1.74,98.26,0,0,50.87,1.8,325,18.46,50406,20.79,16.29,4.56,11.11,23.46,76.54,4.1,98.32,1.68,70,16.67,6.67,2.22,0,2.22,2.22,311058,406568,854,918,10853.7835221773,10.8537835221773
"126","4620153.00","0153.00","462","Montréal",0.288152,785,431,12.1,78.98,8.28,36.4,33.3,0,0,0,0,11.76,88.24,0,0,55.17,1.7,140,17.86,36416,31.76,25.71,7.14,23.57,20.73,79.27,4,95,5,57.83,25.3,6.02,8.43,0,0,2.41,349581,384131,727,777,2724.25664232766,2.72425664232766
"127","4620154.00","0154.00","462","Montréal",0.12811,1144,615,17.11,77.63,5.7,34.5,34.1,0,0,0,0,8.94,89.43,1.63,0,48.78,1.9,275,12.73,61632,15.28,18.34,6.55,9.17,42.74,57.26,4,97.6,2.4,33.6,8,12,3.2,4,2.4,36.8,400141,415753,855,911,8929.82593084068,8.92982593084068
"128","4620155.00","0155.00","462","Montréal",0.109122,1753,1005,11.71,80.86,7.71,36.6,33.9,0,9,0,0,2.5,88,0.5,0,51.74,1.7,380,22.37,48917,20.23,19.28,5.12,12.99,19.19,80.81,4.2,96.46,3.54,70.2,21.72,4.55,1.52,1.01,0,1.01,369929,468588,853,902,16064.5882590128,16.0645882590128
"129","4620156.00","0156.00","462","Montréal",0.141795,1923,1078,12.21,80,7.79,37.4,35.3,0,5.07,0,0,13.36,80.65,0.92,0,50.23,1.8,445,16.85,49579,22.4,14.48,5.09,12.83,24.77,75.23,4.1,95.33,4.67,73.95,15.81,4.19,2.79,0,1.4,1.86,448999,472485,833,930,13561.8322225748,13.5618322225748
"130","4620157.00","0157.00","462","Montréal",0.165973,2132,1120,11.48,80.56,7.96,37.2,34.5,0.45,0,0.45,1.34,11.16,84.82,1.79,0,44.2,1.9,515,17.48,64205,14.45,19.81,5.19,8.96,33.04,66.96,4.7,97.38,2.62,78.95,8.33,2.19,1.75,2.19,5.7,0.88,425362,489933,978,1042,12845.4628162412,12.8454628162412
"131","4620158.00","0158.00","462","Montréal",0.142345,2021,1189,11.85,77.04,10.62,38.1,35.6,0,12.71,0,2.12,11.44,73.73,0,0,57.56,1.7,415,14.46,50816,22.28,19.19,7.83,11.62,23.65,76.35,3.9,97.51,2.49,59.58,26.25,4.17,7.08,2.92,0,0,499775,502521,811,879,14197.8994695985,14.1978994695985
"132","4620159.00","0159.00","462","Montréal",0.12762,1942,963,14.95,78.61,6.7,35.4,34.1,0,0,0.52,6.22,23.32,69.43,0.52,0,39.38,2,480,14.58,66400,15.98,19.51,7.56,8.05,46.31,53.69,4.9,97.04,2.96,76.7,14.56,3.4,1.46,1.94,0.97,0.97,500704,558057,1087,1183,15217.0506190252,15.2170506190252
"133","4620160.00","0160.00","462","Montréal",0.123809,1749,1028,10.32,77.36,12.61,38,34.3,0,17.07,0.49,2.44,18.54,60.49,0.98,0,56.8,1.7,355,12.68,42411,27.91,22.87,7.33,16.08,29.9,70.1,3.7,95.57,4.43,55.67,26.11,3.45,10.84,1.97,0.99,0.99,400217,448492,720,892,14126.5982279156,14.1265982279156
"134","4620161.00","0161.00","462","Montréal",0.143307,1934,993,13.95,78.04,8.01,36.2,34.4,0,3.55,0,3.55,9.64,81.73,1.52,0,43.94,1.9,465,21.51,51520,26.1,31.97,5.37,15.86,27.04,72.96,4,93.88,6.12,47.72,21.32,10.15,14.21,2.54,1.02,3.05,420655,467345,885,867,13495.502662117,13.495502662117
"135","4620162.00","0162.00","462","Montréal",0.0961527,1574,918,7.94,84.76,7.3,36.4,33.2,0,6.52,0.54,1.09,4.89,86.41,0.54,0,53.26,1.7,315,19.05,51584,23.96,23.2,4.9,16.01,30.73,69.27,4,96.11,3.89,51.67,21.11,8.33,10,2.78,4.44,1.67,400598,427067,974,996,16369.7951279579,16.3697951279579
"136","4620081.00","0081.00","462","Montréal",0.270994,3501,2111,8,86.71,5.14,36.1,33.5,0,28.91,0,0,0.24,70.85,0,0,55.21,1.6,745,14.09,54960,20.78,19.54,3.59,20.43,36.41,63.59,3.8,95.26,4.74,51.54,11.58,4.02,2.6,1.89,13.48,14.89,275268,317554,825,884,12919.1052200418,12.9191052200418
"137","4620082.00","0082.00","462","Montréal",0.309167,2226,1098,15.06,76.85,8.09,35.2,32.5,0.45,28.18,0,0,0.91,70.45,0,0,41.55,2,490,30.61,43136,31.36,21.17,6.08,31.53,16.07,83.93,4.2,94.62,5.38,35.27,25,13.84,5.8,1.79,4.91,13.39,300047,310058,717,728,7199.99223720513,7.19999223720513
"138","4620083.00","0083.00","462","Montréal",0.425502,3339,1771,13.32,77.69,8.83,37.1,34.3,0,0.28,0.56,5.37,4.8,88.42,0.56,0,44.07,1.9,835,23.95,48080,23.64,16.91,3.71,18.4,26.5,73.5,4.3,96.72,3.28,55.86,15.26,7.08,4.09,5.72,4.36,7.63,376662,393302,767,794,7847.20165827658,7.84720165827658
"139","4620084.00","0084.00","462","Montréal",0.355041,2600,1334,11.73,66.73,21.73,42.9,38,0.75,28.2,0.38,0.75,5.64,64.29,0,0,51.13,1.8,540,28.7,41728,31.11,23.4,4.76,28.99,25.19,74.81,4,95.37,4.63,23.08,16.54,11.54,5.38,6.54,21.92,15,299151,285862,839,884,7323.09789573599,7.32309789573599
"140","4620085.00","0085.00","462","Montréal",1.23682,751,341,14,76.67,9.33,38.5,37,4.35,0,0,5.8,15.94,73.91,0,0,38.24,2.1,185,32.43,47552,27.59,19.55,1.5,18.05,35.94,64.06,4.5,90.77,9.23,41.54,16.92,10.77,6.15,15.38,9.23,0,324340,336961,782,800,607.202341488656,0.607202341488656
"141","4620086.00","0086.00","462","Montréal",0.543303,4068,2095,11.69,69.5,18.94,43.1,41.6,7.16,4.53,0.95,0.72,19.09,67.54,0,0,45.58,1.9,1015,20.69,47408,21.78,18.91,4.23,18.53,34.04,65.96,4.5,96.01,3.99,60.14,22.41,5.9,4.01,0.94,4.48,2.12,399551,392372,702,727,7487.53458015141,7.48753458015141
"142","4620087.00","0087.00","462","Montréal",0.270452,3406,1581,19.09,72.98,7.93,35.6,34.3,0.32,14.83,0.32,0.32,21.14,62.78,0.32,0,38.29,2.2,895,30.17,47248,28.19,26.92,5.98,31.95,34.92,65.08,4.3,90.19,9.81,47.3,21.9,11.43,4.13,0.95,11.75,2.54,275248,295446,686,740,12593.7319746203,12.5937319746203
"143","4620088.00","0088.00","462","Montréal",0.348099,3542,1850,13.28,66.1,20.62,43.4,41.9,0.54,10.54,0,0.54,33.78,53.51,1.08,0,47.57,1.9,855,21.05,43703,23.81,15.84,3.63,14.41,28.93,71.07,4.4,96.42,3.58,61.33,17.4,10.5,4.97,1.38,2.76,1.66,399416,351632,729,741,10175.2662317329,10.1752662317329
"144","4620089.00","0089.00","462","Montréal",0.54213,4888,2412,13.8,70.86,15.44,40.9,39.2,3.33,0,0.83,0.83,35.76,57.8,1.46,0,42.12,2,1230,21.95,46336,23.62,27.61,7.15,24.23,35.58,64.42,4.6,93.87,6.13,65.64,21.68,5.52,2.66,1.02,2.86,0.61,399706,396252,723,745,9016.28760629369,9.01628760629369
"145","4620090.00","0090.00","462","Montréal",0.449013,4593,2149,16.1,68.55,15.45,40.5,40,5.13,3.5,1.4,3.26,48.48,37.76,0.47,0,40,2.1,1195,22.18,44768,26.94,35.06,8.34,35.59,37.12,62.88,4.4,91.98,8.02,53.9,28.13,9.93,4.73,1.42,0.71,1.18,399641,397937,702,727,10229.1024981459,10.2291024981459
"146","4620092.00","0092.00","462","Montréal",0.575644,6124,2797,14.37,66.53,19.1,42.9,42.4,1.07,3.76,1.43,11.99,59.21,21.82,0.18,0.54,40.79,2.1,1555,22.19,46480,23.48,27.79,5.15,27.2,35.89,64.11,4.6,95.36,4.64,54.03,23.97,15.74,3.76,1.07,0.89,0.54,401366,403171,704,726,10638.5196406112,10.6385196406112
"147","4620093.00","0093.00","462","Montréal",0.757904,3242,1539,13.89,74.23,11.88,39,37.1,0.32,0.65,0.65,6.15,50.81,40.78,0,0.65,40.72,2.1,820,25.61,47181,24.09,22.15,6.68,19.38,33.98,66.02,4.6,94.5,5.5,57.84,23.2,6.86,6.21,1.31,1.31,3.27,348234,335470,746,770,4277.5866072748,4.2775866072748
"148","4620095.00","0095.00","462","Montréal",0.228352,2109,1068,8.29,80.09,11.61,37.4,31.2,0,0,3.27,0,8.88,87.38,0.47,0,46.48,1.8,405,19.75,43072,28.9,24.87,5.76,27.75,17.22,82.78,4.2,94.74,5.26,64.9,19.23,2.4,2.4,1.92,3.37,5.77,449187,518676,912,976,9235.74131165919,9.23574131165919
"149","4620096.00","0096.00","462","Montréal",0.198912,2276,1086,15.16,74.51,10.11,36.9,35.2,0.46,4.59,0.46,0.46,51.38,42.66,0,0,39.63,2.1,545,22.94,56539,19.16,24.63,4.88,22.08,42.67,57.33,5.2,96,4,81.25,10.27,1.34,0,0,5.8,1.34,376427,426264,962,996,11442.2458172458,11.4422458172458
